#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k127_670170 flag=0 multi=150.8704 len=2009	1.6914	2009	0.6103	47.0881	946	14	11	0.6421	0	2.10
k127_675398 flag=0 multi=202.0000 len=1624	43.3885	1624	0.6299	100.0000	1624	267	293	0.6393	33	34.99
k127_679048 flag=0 multi=61.2318 len=3104	57.0480	3104	0.6360	100.0000	3104	622	692	0.6237	48	43.26
k127_680185 flag=0 multi=142.0916 len=1502	27.1684	1502	0.6298	100.0000	1502	155	163	0.6257	27	12.39
k127_680326 flag=0 multi=122.7651 len=1813	23.0568	1813	0.6354	95.8632	1738	154	167	0.6333	16	23.39
k127_680336 flag=0 multi=86.0227 len=1755	22.2490	1755	0.6319	99.3162	1743	135	162	0.6266	16	19.74
k127_681680 flag=0 multi=130.2593 len=1909	7.7061	1909	0.6338	86.2755	1647	54	63	0.6176	9	4.55
k127_682636 flag=0 multi=113.0793 len=1879	30.0271	1879	0.6658	100.0000	1879	223	229	0.6437	25	18.30
k127_687248 flag=0 multi=151.8479 len=1869	55.2360	1869	0.6351	100.0000	1869	393	407	0.6208	52	28.18
k127_688139 flag=0 multi=129.2726 len=1499	2.4016	1499	0.6231	66.8446	1002	16	13	0.6214	2	2.31
k127_690752 flag=1 multi=90.0823 len=3762	28.2451	3762	0.6358	100.0000	3762	399	424	0.6278	24	22.17
k127_690922 flag=1 multi=138.9709 len=4690	25.7294	4690	0.6412	100.0000	4690	463	470	0.6287	18	31.74
k127_691799 flag=0 multi=117.2523 len=1903	11.1387	1903	0.6201	92.3279	1757	80	86	0.6050	7	13.62
k127_693114 flag=0 multi=93.0000 len=1687	27.2021	1687	0.6402	100.0000	1687	180	185	0.6316	23	14.58
k127_693300 flag=0 multi=85.9147 len=1780	26.3742	1780	0.6719	100.0000	1780	190	193	0.6526	24	15.92
k127_695021 flag=0 multi=183.1443 len=1132	18.0389	1132	0.6078	100.0000	1132	78	76	0.5827	18	8.46
k127_700657 flag=0 multi=63.7385 len=1668	13.3219	1668	0.6271	95.8633	1599	88	88	0.6206	15	7.11
k127_702677 flag=0 multi=146.3145 len=3402	15.9735	3402	0.6158	95.6496	3254	199	207	0.6097	16	7.95
k127_703791 flag=0 multi=182.4812 len=1563	27.2911	1563	0.6488	100.0000	1563	165	169	0.6430	29	8.62
k127_703895 flag=0 multi=96.4124 len=1725	63.8174	1725	0.6249	100.0000	1725	399	466	0.6091	68	34.23
k127_710865 flag=0 multi=123.1162 len=5806	10.7158	5806	0.5863	97.5887	5666	241	237	0.5772	11	6.00
k127_717730 flag=0 multi=117.5476 len=1639	13.9274	1639	0.6229	94.2038	1544	84	88	0.6154	13	7.29
k127_725430 flag=0 multi=132.2089 len=1223	14.2224	1223	0.6312	96.1570	1176	68	73	0.6288	11	11.52
k127_726202 flag=0 multi=180.1564 len=4008	18.5534	4008	0.5863	100.0000	4008	281	299	0.6113	14	16.27
k127_726326 flag=0 multi=113.7874 len=3519	44.2177	3519	0.6232	100.0000	3519	632	603	0.6176	25	48.75
k127_728692 flag=0 multi=92.0000 len=2000	10.8060	2000	0.6245	98.9500	1979	87	83	0.6265	9	5.92
k127_732182 flag=1 multi=61.0000 len=1117	29.1799	1117	0.6186	100.0000	1117	128	118	0.6285	29	14.01
k127_736515 flag=0 multi=78.9971 len=2227	19.5927	2227	0.6111	98.4284	2192	174	168	0.6131	20	11.76
k127_738481 flag=0 multi=141.2542 len=1327	47.0806	1327	0.6270	99.2464	1317	229	257	0.6179	37	39.59
k127_740742 flag=1 multi=42.6028 len=1562	25.0531	1562	0.6504	100.0000	1562	152	156	0.6510	25	10.33
k127_752663 flag=0 multi=74.6525 len=1563	96.7895	1563	0.6353	100.0000	1563	558	605	0.6327	98	30.05
k127_755694 flag=0 multi=134.7109 len=3126	27.6596	3126	0.6497	100.0000	3126	336	338	0.6363	15	34.88
k127_756667 flag=0 multi=149.2286 len=5136	42.6394	5136	0.6526	100.0000	5136	858	880	0.6483	23	43.82
k127_760330 flag=1 multi=111.0483 len=3872	36.3355	3872	0.6317	97.7531	3785	517	569	0.6356	24	32.96
k127_766884 flag=0 multi=118.4358 len=2199	11.5798	2199	0.6303	99.0450	2178	97	101	0.6190	9	7.00
k127_770583 flag=0 multi=90.2646 len=30194	6.7977	30194	0.5944	98.8640	29851	748	764	0.5801	6	3.86
k127_773955 flag=1 multi=78.0000 len=1978	25.3094	1978	0.6325	84.9343	1680	193	186	0.6342	13	29.90
k127_775542 flag=0 multi=125.0000 len=1249	78.0448	1249	0.6277	93.5148	1168	373	356	0.6310	72	67.10
k127_776270 flag=0 multi=109.0000 len=2847	18.4141	2847	0.6298	100.0000	2847	191	215	0.6184	17	9.66
k127_776833 flag=0 multi=76.0239 len=2639	13.4668	2639	0.6430	100.0000	2639	142	140	0.6243	13	5.61
k127_778601 flag=1 multi=233.7331 len=3139	25.9083	3139	0.6505	99.7770	3132	312	335	0.6423	20	24.12
k127_779227 flag=0 multi=181.8630 len=3615	13.0459	3615	0.5895	99.0871	3582	178	178	0.5890	13	5.81
k127_783063 flag=0 multi=88.8195 len=1844	22.1654	1844	0.6285	100.0000	1844	165	161	0.6398	20	12.31
k127_793245 flag=0 multi=198.5563 len=2577	20.3516	2577	0.6585	99.6120	2567	206	222	0.6410	13	18.20
k127_801939 flag=0 multi=70.0000 len=1102	105.8984	1102	0.6325	100.0000	1102	461	468	0.6191	106	19.88
k127_804089 flag=0 multi=103.1815 len=2111	44.5836	2111	0.6258	100.0000	2111	352	375	0.6476	37	35.80
k127_805660 flag=0 multi=214.1163 len=1296	21.3441	1296	0.6250	100.0000	1296	106	107	0.6106	20	7.44
k127_808133 flag=1 multi=66.0719 len=2311	16.0502	2311	0.6274	99.3509	2296	138	155	0.6260	15	7.33
k127_808381 flag=0 multi=121.7470 len=1965	11.1705	1965	0.6132	100.0000	1965	84	91	0.6102	10	4.79
k127_821570 flag=0 multi=94.0671 len=2988	10.8049	2988	0.6091	100.0000	2988	128	129	0.6045	10	4.66
k127_826612 flag=0 multi=247.8138 len=1083	15.6464	1083	0.6574	100.0000	1083	67	68	0.6381	16	8.50
k127_839864 flag=0 multi=110.5501 len=1405	54.4057	1405	0.6619	100.0000	1405	276	317	0.6559	40	42.87
k127_841564 flag=0 multi=150.3268 len=1813	22.7099	1813	0.6580	100.0000	1813	153	172	0.6410	18	15.61
k127_842468 flag=0 multi=79.0416 len=1065	15.7549	1065	0.6272	98.0282	1044	64	75	0.6366	14	8.82
k127_851272 flag=0 multi=103.0769 len=1220	4.7008	1220	0.5918	98.6885	1204	23	22	0.5707	4	2.47
k127_867617 flag=0 multi=89.0000 len=1580	17.6253	1580	0.6241	100.0000	1580	124	110	0.6207	17	8.78
k127_870897 flag=1 multi=165.9814 len=3079	23.2653	3079	0.6155	100.0000	3079	274	288	0.6081	17	16.26
k127_872325 flag=0 multi=69.2259 len=1393	39.8299	1393	0.6195	100.0000	1393	215	214	0.6249	37	27.50
k127_876991 flag=0 multi=112.9758 len=1203	59.4730	1203	0.6251	93.1006	1120	285	281	0.6239	41	58.30
k127_880786 flag=0 multi=144.8940 len=2014	9.4340	2014	0.6177	99.0070	1994	77	74	0.6165	9	4.33
k127_882255 flag=1 multi=96.0616 len=5776	21.9005	5776	0.6352	99.7749	5763	479	515	0.6427	17	19.96
k127_896853 flag=0 multi=121.0000 len=1455	13.3368	1455	0.6096	100.0000	1455	79	74	0.5853	13	8.58
k127_921784 flag=0 multi=126.2046 len=3534	20.1197	3534	0.6537	100.0000	3534	279	294	0.6431	18	10.41
k127_924272 flag=1 multi=112.4444 len=1837	40.1203	1837	0.6173	99.8367	1834	288	284	0.6296	23	46.54
k127_926052 flag=0 multi=98.5162 len=2529	20.1487	2529	0.6354	100.0000	2529	193	208	0.6317	18	10.72
k127_928270 flag=1 multi=107.5856 len=4234	11.3498	4234	0.6287	90.1748	3818	190	191	0.6053	6	13.11
k127_929098 flag=0 multi=321.2071 len=3101	21.2870	3101	0.5940	100.0000	3101	253	258	0.5806	22	11.85
k127_931060 flag=0 multi=39.8378 len=2124	11.0876	2124	0.5993	99.8588	2121	97	88	0.5946	9	7.47
k127_939979 flag=1 multi=35.0000 len=1189	8.8680	1189	0.6274	100.0000	1189	38	41	0.6231	8	4.89
