#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k127_171090 flag=0 multi=80.6583 len=9046	39.9647	9046	0.6145	98.7619	8934	1396	1423	0.5964	44	19.64
k127_176131 flag=0 multi=131.3772 len=1792	61.6920	1792	0.6116	100.0000	1792	451	441	0.5955	60	16.93
k127_180550 flag=1 multi=137.2748 len=2951	42.7987	2951	0.6344	100.0000	2951	506	496	0.6145	40	16.25
k127_182661 flag=0 multi=97.0944 len=2754	63.9470	2754	0.6184	100.0000	2754	681	691	0.5952	67	22.73
k127_184176 flag=1 multi=167.0000 len=1165	49.0446	1165	0.6386	100.0000	1165	237	234	0.6256	44	18.72
k127_189940 flag=1 multi=54.3094 len=1378	26.3621	1378	0.6197	100.0000	1378	146	147	0.5981	22	14.01
k127_191292 flag=1 multi=84.0000 len=1821	157.6085	1821	0.6178	100.0000	1821	1255	1042	0.6118	159	91.66
k127_195295 flag=1 multi=124.4884 len=3014	43.1473	3014	0.6009	100.0000	3014	510	508	0.5799	43	17.03
k127_197537 flag=0 multi=156.6007 len=1552	73.6237	1552	0.6289	100.0000	1552	443	447	0.6101	66	28.74
k127_199316 flag=0 multi=86.9284 len=2656	58.8705	2656	0.6461	100.0000	2656	610	625	0.6272	58	16.69
k127_209029 flag=0 multi=113.3507 len=1878	59.1475	1878	0.6070	100.0000	1878	421	417	0.5860	60	23.05
k127_209430 flag=0 multi=126.8617 len=1963	53.4570	1963	0.6490	100.0000	1963	426	419	0.6230	52	16.17
k127_217725 flag=1 multi=156.7216 len=3335	51.9718	3335	0.6042	100.0000	3335	687	678	0.5950	48	20.55
k127_223065 flag=0 multi=173.3590 len=7570	86.1914	7570	0.6347	100.0000	7570	2488	2556	0.6114	82	37.81
k127_224832 flag=0 multi=76.8761 len=4357	56.3525	4357	0.6224	100.0000	4357	979	999	0.6002	55	20.83
k127_225526 flag=0 multi=82.5041 len=2910	74.1845	2910	0.6395	100.0000	2910	858	900	0.6164	66	30.12
k127_232734 flag=0 multi=101.1261 len=2633	63.9734	2633	0.6510	100.0000	2633	674	673	0.6220	63	24.85
k127_243820 flag=1 multi=143.5427 len=4378	49.2508	4378	0.5861	98.9036	4330	835	842	0.5677	52	20.14
k127_243889 flag=1 multi=90.5390 len=1717	42.3227	1717	0.6220	100.0000	1717	275	283	0.6087	38	21.39
k127_254421 flag=0 multi=107.1701 len=1373	105.5237	1373	0.6264	100.0000	1373	580	555	0.6077	109	51.31
k127_255799 flag=1 multi=62.0000 len=1052	26.8213	1052	0.5998	100.0000	1052	111	112	0.5846	27	9.83
k127_262140 flag=1 multi=38.6742 len=1146	42.2731	1146	0.6230	100.0000	1146	204	201	0.6095	46	18.62
k127_267785 flag=0 multi=55.9258 len=1649	77.8975	1649	0.6313	100.0000	1649	516	517	0.6246	79	28.53
k127_268343 flag=1 multi=83.1813 len=1616	36.1634	1616	0.6281	100.0000	1616	234	248	0.6026	35	20.18
k127_277340 flag=1 multi=149.9981 len=1207	24.0746	1207	0.6321	100.0000	1207	116	123	0.6111	25	9.70
k127_278673 flag=0 multi=154.9746 len=3232	62.6089	3232	0.6247	100.0000	3232	785	772	0.6025	24	55.64
k127_284816 flag=1 multi=92.4289 len=4799	75.9381	4799	0.6278	100.0000	4799	1472	1390	0.6083	71	27.54
k127_290245 flag=1 multi=73.1175 len=1582	26.9602	1582	0.6340	100.0000	1582	169	167	0.6079	26	13.93
k127_290989 flag=0 multi=150.8281 len=1890	56.6899	1890	0.6254	100.0000	1890	421	426	0.5931	50	27.77
k127_296243 flag=0 multi=73.3927 len=1171	56.8420	1171	0.6447	100.0000	1171	264	265	0.6192	57	17.43
k127_301392 flag=0 multi=129.4402 len=1456	48.9409	1456	0.6250	100.0000	1456	271	277	0.5999	45	21.87
k127_306749 flag=0 multi=81.1765 len=1079	114.1613	1079	0.6358	100.0000	1079	492	484	0.6270	114	32.30
k127_308454 flag=1 multi=83.6336 len=8079	48.9601	8079	0.6019	99.0222	8000	1576	1572	0.6270	41	40.07
k127_318657 flag=0 multi=80.2152 len=1986	82.4884	1986	0.6344	100.0000	1986	636	656	0.6151	74	33.16
k127_328552 flag=0 multi=102.8510 len=8227	46.3902	8227	0.6000	100.0000	8227	1487	1515	0.5780	45	17.15
k127_330347 flag=0 multi=146.0000 len=3227	82.8652	3227	0.6601	100.0000	3227	1040	1065	0.6418	80	29.69
k127_331419 flag=0 multi=130.0000 len=1246	68.1990	1246	0.6461	100.0000	1246	346	361	0.5990	50	50.93
k127_340999 flag=0 multi=106.0823 len=1985	42.2856	1985	0.6060	100.0000	1985	342	331	0.5925	44	25.03
k127_358058 flag=0 multi=190.3101 len=3339	44.4708	3339	0.6235	100.0000	3339	588	607	0.6059	43	26.13
k127_370837 flag=0 multi=135.5851 len=2202	50.0418	2202	0.5908	100.0000	2202	416	444	0.5727	40	26.93
k127_372549 flag=0 multi=108.0000 len=1406	41.0142	1406	0.6152	100.0000	1406	224	228	0.6002	31	25.25
k127_375641 flag=0 multi=129.4392 len=3649	33.8449	3649	0.6081	100.0000	3649	489	499	0.5913	32	12.56
k127_379593 flag=0 multi=104.2115 len=1763	59.2439	1763	0.6381	100.0000	1763	421	432	0.6174	59	17.71
k127_381964 flag=0 multi=109.1009 len=2010	69.6368	2010	0.6070	100.0000	2010	542	544	0.5916	77	24.03
k127_383275 flag=0 multi=142.5800 len=2034	49.0501	2034	0.6042	100.0000	2034	386	387	0.5933	47	20.05
k127_383706 flag=0 multi=114.3017 len=1002	67.0409	1002	0.5998	100.0000	1002	263	270	0.5804	77	22.88
k127_386841 flag=0 multi=250.1407 len=1968	41.8725	1968	0.6362	98.2215	1933	334	355	0.6298	40	25.54
k127_389746 flag=0 multi=172.0000 len=1180	79.6492	1180	0.6169	100.0000	1180	395	385	0.5961	85	22.57
k127_408798 flag=1 multi=242.6688 len=2310	51.2913	2310	0.6104	94.9351	2193	456	456	0.6066	56	33.90
k127_422979 flag=0 multi=114.0316 len=2845	67.5132	2845	0.6095	100.0000	2845	735	740	0.5955	63	30.34
k127_430725 flag=0 multi=132.2573 len=1779	59.1147	1779	0.6318	100.0000	1779	410	429	0.6136	54	22.42
k127_431591 flag=0 multi=188.3080 len=4634	63.0399	4634	0.6437	100.0000	4634	1154	1154	0.6264	59	27.70
k127_437131 flag=0 multi=131.3791 len=2026	62.3322	2026	0.6471	100.0000	2026	516	526	0.6256	63	20.58
k127_439171 flag=0 multi=76.0000 len=2423	49.8510	2423	0.6335	100.0000	2423	472	470	0.6153	48	16.07
k127_447155 flag=0 multi=106.0654 len=1687	76.2934	1687	0.6135	100.0000	1687	518	508	0.6033	73	43.63
k127_448827 flag=0 multi=172.1346 len=1791	54.8571	1791	0.6505	100.0000	1791	396	386	0.6267	49	26.07
k127_451056 flag=0 multi=118.8752 len=3678	76.9337	3678	0.6286	100.0000	3678	1133	1160	0.6018	71	33.94
k127_458364 flag=0 multi=85.0521 len=1893	66.1506	1893	0.6265	100.0000	1893	496	496	0.6107	73	23.54
k127_459623 flag=0 multi=73.8756 len=1132	81.9170	1132	0.6237	100.0000	1132	365	369	0.5984	86	38.87
k127_463867 flag=0 multi=148.0000 len=1347	68.1485	1347	0.6273	100.0000	1347	391	372	0.6126	66	26.51
k127_464873 flag=1 multi=127.0000 len=1650	59.8109	1650	0.6067	100.0000	1650	357	404	0.6022	60	18.20
k127_468105 flag=0 multi=127.7966 len=4159	57.5828	4159	0.6487	100.0000	4159	972	987	0.6209	52	25.97
k127_474725 flag=0 multi=90.1748 len=1878	61.7652	1878	0.6187	100.0000	1878	484	462	0.6031	66	22.12
k127_491673 flag=0 multi=81.9377 len=2761	61.2619	2761	0.6360	100.0000	2761	688	671	0.6192	60	15.82
k127_493254 flag=1 multi=135.6010 len=1771	76.9927	1771	0.6228	100.0000	1771	543	553	0.6029	79	19.15
k127_493399 flag=0 multi=101.0675 len=1638	48.0092	1638	0.6325	100.0000	1638	327	322	0.6083	44	19.04
k127_498339 flag=0 multi=161.8777 len=2867	61.8416	2867	0.6191	100.0000	2867	725	640	0.6108	52	29.91
k127_498603 flag=1 multi=162.6302 len=2201	78.1490	2201	0.6025	100.0000	2201	717	630	0.5979	76	46.25
k127_499225 flag=0 multi=177.7025 len=2134	73.0576	2134	0.6082	100.0000	2134	645	634	0.5775	68	44.12
k127_505161 flag=0 multi=54.4991 len=1269	79.6020	1269	0.6162	100.0000	1269	472	273	0.5938	63	49.55
k127_507642 flag=0 multi=147.3194 len=2801	65.5919	2801	0.6366	100.0000	2801	716	713	0.6201	60	26.63
k127_520242 flag=0 multi=121.6626 len=12834	51.3262	12834	0.6209	100.0000	12834	2574	2576	0.5992	48	24.41
k127_527506 flag=0 multi=47.8213 len=1134	46.3042	1134	0.6120	100.0000	1134	204	199	0.5985	42	23.21
k127_545920 flag=0 multi=115.0952 len=1450	64.2724	1450	0.6462	100.0000	1450	371	369	0.6148	64	25.59
k127_546650 flag=0 multi=99.1467 len=1988	56.5518	1988	0.6258	97.4346	1937	439	442	0.5953	59	26.55
k127_546799 flag=0 multi=112.1807 len=2429	54.6636	2429	0.6196	100.0000	2429	534	550	0.5975	57	21.15
k127_548092 flag=0 multi=123.4547 len=2700	68.2637	2700	0.6493	100.0000	2700	777	734	0.6295	69	23.63
k127_550096 flag=1 multi=139.9753 len=2233	62.1858	2233	0.6220	100.0000	2233	563	562	0.6035	63	15.87
k127_554637 flag=0 multi=86.0337 len=3277	46.5307	3277	0.5886	100.0000	3277	593	603	0.5793	43	15.22
k127_554682 flag=1 multi=35.0000 len=1181	62.2684	1181	0.6190	100.0000	1181	317	262	0.6093	64	15.11
k127_556328 flag=0 multi=59.0586 len=1117	47.5882	1117	0.6007	100.0000	1117	189	250	0.5723	45	13.51
k127_557350 flag=0 multi=93.6044 len=3517	61.1316	3517	0.6352	100.0000	3517	824	848	0.6195	57	28.12
k127_558723 flag=0 multi=102.0000 len=2147	57.8519	2147	0.6171	100.0000	2147	502	487	0.6000	56	16.85
k127_562292 flag=1 multi=43.2975 len=2399	56.5056	2399	0.6311	100.0000	2399	535	538	0.6118	56	24.31
k127_567670 flag=0 multi=91.1913 len=2244	70.0107	2244	0.6381	100.0000	2244	613	618	0.6112	69	17.80
k127_570572 flag=1 multi=91.8822 len=1630	105.5626	1630	0.6442	100.0000	1630	652	699	0.6243	62	88.61
k127_571981 flag=1 multi=50.0000 len=1320	46.2864	1320	0.6242	100.0000	1320	239	238	0.5941	45	18.81
k127_576926 flag=0 multi=126.8208 len=2549	72.0616	2549	0.6269	100.0000	2549	713	737	0.6033	69	29.93
k127_582994 flag=1 multi=322.3905 len=1538	135.9512	1538	0.6365	100.0000	1538	798	783	0.6140	121	67.88
k127_587325 flag=0 multi=143.4811 len=1900	67.3205	1900	0.6400	100.0000	1900	509	503	0.6183	67	28.32
k127_590107 flag=1 multi=56.6034 len=1877	51.3154	1877	0.6004	100.0000	1877	381	373	0.5912	40	27.92
k127_595386 flag=1 multi=54.0000 len=1772	74.7128	1772	0.6163	100.0000	1772	506	514	0.5912	69	32.31
k127_595897 flag=0 multi=118.2534 len=5269	52.7108	5269	0.6138	100.0000	5269	1090	1102	0.5966	48	22.64
k127_598342 flag=1 multi=84.0000 len=1344	44.2686	1344	0.6109	99.7768	1341	243	232	0.6046	42	20.37
k127_605584 flag=1 multi=64.5312 len=2674	39.9297	2674	0.6215	100.0000	2674	433	446	0.6029	36	20.14
k127_606138 flag=0 multi=137.9388 len=3021	81.2320	3021	0.6273	100.0000	3021	969	981	0.6085	76	29.80
k127_618504 flag=0 multi=46.9891 len=1047	69.7947	1047	0.6170	100.0000	1047	292	296	0.5976	62	25.13
k127_619229 flag=0 multi=245.9861 len=3072	36.6917	3072	0.6191	100.0000	3072	438	447	0.6025	32	17.99
k127_621679 flag=0 multi=144.2826 len=1546	146.4082	1546	0.6248	100.0000	1546	945	925	0.6123	127	99.05
k127_623704 flag=0 multi=96.4974 len=2650	63.7758	2650	0.6468	100.0000	2650	672	682	0.6309	55	27.39
k127_624424 flag=0 multi=95.3074 len=7592	56.5437	7592	0.6071	100.0000	7592	1667	1707	0.5933	52	21.22
k127_624673 flag=0 multi=88.0000 len=2879	0.0757	2879	0.6190	7.5721	218	2	0	0.5833	0	0.26
k127_624992 flag=1 multi=61.2700 len=1349	61.7198	1349	0.6197	100.0000	1349	333	314	0.5977	52	22.02
k127_626011 flag=1 multi=120.0000 len=2141	83.5068	2141	0.6193	100.0000	2141	700	731	0.6021	82	26.01
k127_626983 flag=0 multi=74.0000 len=1953	88.7445	1953	0.5960	100.0000	1953	675	693	0.5915	76	37.21
k127_627275 flag=0 multi=155.6082 len=2179	68.6553	2179	0.6306	100.0000	2179	586	583	0.6138	70	19.22
k127_627984 flag=0 multi=245.3894 len=1239	63.7393	1239	0.5989	100.0000	1239	314	324	0.5801	61	21.80
k127_632570 flag=0 multi=155.8008 len=1121	101.9072	1121	0.6307	100.0000	1121	469	464	0.6124	84	58.73
k127_636949 flag=0 multi=93.3787 len=1529	53.1158	1529	0.6449	100.0000	1529	344	343	0.6153	47	28.28
k127_645175 flag=0 multi=104.0754 len=1135	42.3974	1135	0.6123	100.0000	1135	199	202	0.6103	46	13.23
k127_655372 flag=0 multi=98.6041 len=4603	28.1073	4603	0.6027	100.0000	4603	506	504	0.5844	28	8.37
k127_658601 flag=0 multi=114.1360 len=1487	60.9415	1487	0.6261	100.0000	1487	353	359	0.6104	59	29.42
k127_661128 flag=1 multi=69.0000 len=2062	71.0752	2062	0.6183	100.0000	2062	578	576	0.6104	72	22.23
k127_670170 flag=0 multi=150.8704 len=2009	21.7267	2009	0.6103	99.3031	1995	171	168	0.5882	20	8.60
k127_675398 flag=0 multi=202.0000 len=1624	64.9046	1624	0.6299	100.0000	1624	418	435	0.6132	69	25.60
k127_679048 flag=0 multi=61.2318 len=3104	87.8128	3104	0.6360	100.0000	3104	1022	1063	0.6127	87	37.25
k127_680185 flag=0 multi=142.0916 len=1502	80.2557	1502	0.6298	100.0000	1502	480	483	0.6120	81	20.60
k127_680326 flag=0 multi=122.7651 len=1813	65.2962	1813	0.6354	99.4484	1803	447	471	0.6121	66	34.92
k127_680336 flag=0 multi=86.0227 len=1755	128.9880	1755	0.6319	100.0000	1755	860	935	0.6155	120	43.60
k127_681680 flag=0 multi=130.2593 len=1909	32.9895	1909	0.6338	100.0000	1909	266	258	0.6121	30	11.90
k127_682636 flag=0 multi=113.0793 len=1879	73.0325	1879	0.6658	100.0000	1879	533	544	0.6376	74	22.86
k127_687248 flag=0 multi=151.8479 len=1869	87.5645	1869	0.6351	100.0000	1869	644	653	0.6159	84	30.91
k127_688139 flag=0 multi=129.2726 len=1499	23.2588	1499	0.6231	100.0000	1499	142	145	0.5949	23	8.78
k127_690752 flag=1 multi=90.0823 len=3762	71.5354	3762	0.6358	100.0000	3762	1081	1058	0.6185	68	26.14
k127_690922 flag=1 multi=138.9709 len=4690	68.6646	4690	0.6412	100.0000	4690	1279	1281	0.6163	67	22.92
k127_691799 flag=0 multi=117.2523 len=1903	51.5081	1903	0.6201	99.9475	1902	383	390	0.5825	36	46.90
k127_693114 flag=0 multi=93.0000 len=1687	66.8269	1687	0.6402	100.0000	1687	460	467	0.6212	58	25.85
k127_693300 flag=0 multi=85.9147 len=1780	62.2674	1780	0.6719	100.0000	1780	459	444	0.6373	52	28.98
k127_695021 flag=0 multi=183.1443 len=1132	66.6943	1132	0.6078	100.0000	1132	305	297	0.5821	66	21.69
k127_700657 flag=0 multi=63.7385 len=1668	40.5396	1668	0.6271	100.0000	1668	279	267	0.6113	44	16.06
k127_702677 flag=0 multi=146.3145 len=3402	67.4747	3402	0.6158	100.0000	3402	866	875	0.5959	70	24.20
k127_703791 flag=0 multi=182.4812 len=1563	74.4645	1563	0.6488	100.0000	1563	465	458	0.6251	77	14.65
k127_703895 flag=0 multi=96.4124 len=1725	94.4029	1725	0.6249	100.0000	1725	642	660	0.6048	97	38.65
k127_710865 flag=0 multi=123.1162 len=5806	45.8967	5806	0.5863	100.0000	5806	1047	1056	0.5646	41	20.52
k127_717730 flag=0 multi=117.5476 len=1639	60.0268	1639	0.6229	98.4747	1614	380	391	0.6057	62	22.08
k127_725430 flag=0 multi=132.2089 len=1223	35.4595	1223	0.6312	100.0000	1223	182	175	0.6127	36	14.22
k127_726202 flag=0 multi=180.1564 len=4008	56.3770	4008	0.5863	100.0000	4008	896	891	0.5811	51	26.36
k127_726326 flag=0 multi=113.7874 len=3519	82.9400	3519	0.6232	100.0000	3519	1246	1155	0.6084	68	54.11
k127_728692 flag=0 multi=92.0000 len=2000	46.2850	2000	0.6245	100.0000	2000	361	377	0.6057	38	21.54
k127_732182 flag=1 multi=61.0000 len=1117	95.9302	1117	0.6186	100.0000	1117	524	339	0.6018	89	33.29
k127_736515 flag=0 multi=78.9971 len=2227	59.2950	2227	0.6111	94.5218	2105	449	475	0.6064	58	26.35
k127_738481 flag=0 multi=141.2542 len=1327	83.3120	1327	0.6270	100.0000	1327	473	410	0.6044	77	31.76
k127_740742 flag=1 multi=42.6028 len=1562	61.3278	1562	0.6504	100.0000	1562	402	327	0.6291	68	23.97
k127_752663 flag=0 multi=74.6525 len=1563	106.2316	1563	0.6353	100.0000	1563	656	659	0.6210	112	30.31
k127_755694 flag=0 multi=134.7109 len=3126	61.0771	3126	0.6497	100.0000	3126	774	756	0.6263	51	39.98
k127_756667 flag=0 multi=149.2286 len=5136	72.1396	5136	0.6526	100.0000	5136	1514	1519	0.6336	67	30.21
k127_760330 flag=1 multi=111.0483 len=3872	56.4243	3872	0.6317	100.0000	3872	860	851	0.6120	60	28.32
k127_766884 flag=0 multi=118.4358 len=2199	44.8577	2199	0.6303	100.0000	2199	384	391	0.6079	46	15.37
k127_770583 flag=0 multi=90.2646 len=30194	40.7554	30194	0.5944	100.0000	30194	4713	4689	0.5723	40	13.15
k127_773955 flag=1 multi=78.0000 len=1978	59.6168	1978	0.6325	100.0000	1978	441	472	0.6186	45	35.56
k127_775542 flag=0 multi=125.0000 len=1249	85.6341	1249	0.6277	100.0000	1249	409	427	0.6150	102	48.94
k127_776270 flag=0 multi=109.0000 len=2847	36.3323	2847	0.6298	100.0000	2847	411	410	0.6096	37	11.93
k127_776833 flag=0 multi=76.0239 len=2639	64.1053	2639	0.6430	100.0000	2639	684	678	0.6179	63	17.10
k127_778601 flag=1 multi=233.7331 len=3139	59.6786	3139	0.6505	100.0000	3139	759	764	0.6347	53	27.32
k127_779227 flag=0 multi=181.8630 len=3615	47.9090	3615	0.5895	100.0000	3615	672	678	0.5735	32	30.02
k127_783063 flag=0 multi=88.8195 len=1844	73.0732	1844	0.6285	100.0000	1844	548	534	0.6155	71	22.54
k127_793245 flag=0 multi=198.5563 len=2577	63.5716	2577	0.6585	100.0000	2577	661	672	0.6331	61	22.67
k127_801939 flag=0 multi=70.0000 len=1102	0.6887	1102	0.6325	36.5699	403	3	4	0.6000	0	1.08
k127_804089 flag=0 multi=103.1815 len=2111	71.0388	2111	0.6258	99.2894	2096	594	593	0.6199	71	27.44
k127_805660 flag=0 multi=214.1163 len=1296	73.9537	1296	0.6250	100.0000	1296	375	391	0.6000	79	18.90
k127_808133 flag=1 multi=66.0719 len=2311	35.3743	2311	0.6274	100.0000	2311	305	318	0.6264	30	18.48
k127_808381 flag=0 multi=121.7470 len=1965	70.8478	1965	0.6132	100.0000	1965	553	555	0.5921	73	21.32
k127_821570 flag=0 multi=94.0671 len=2988	50.8380	2988	0.6091	100.0000	2988	618	595	0.5842	49	19.81
k127_826612 flag=0 multi=247.8138 len=1083	57.4220	1083	0.6574	100.0000	1083	256	266	0.6327	53	23.61
k127_839864 flag=0 multi=110.5501 len=1405	79.0626	1405	0.6619	100.0000	1405	436	439	0.6410	80	32.57
k127_841564 flag=0 multi=150.3268 len=1813	69.5874	1813	0.6580	100.0000	1813	529	505	0.6271	67	27.83
k127_842468 flag=0 multi=79.0416 len=1065	61.6394	1065	0.6272	100.0000	1065	251	261	0.6104	49	31.54
k127_851272 flag=0 multi=103.0769 len=1220	20.9074	1220	0.5918	100.0000	1220	105	102	0.5711	21	5.90
k127_867617 flag=0 multi=89.0000 len=1580	37.2025	1580	0.6241	97.8481	1546	238	248	0.6027	40	20.42
k127_870897 flag=1 multi=165.9814 len=3079	64.1111	3079	0.6155	100.0000	3079	775	796	0.6012	62	33.16
k127_872325 flag=0 multi=69.2259 len=1393	81.1816	1393	0.6195	100.0000	1393	452	452	0.6077	75	32.72
k127_876991 flag=0 multi=112.9758 len=1203	65.5536	1203	0.6251	100.0000	1203	324	331	0.6146	56	38.80
k127_880786 flag=0 multi=144.8940 len=2014	30.2105	2014	0.6177	100.0000	2014	251	247	0.6029	29	11.62
k127_882255 flag=1 multi=96.0616 len=5776	60.2344	5776	0.6352	100.0000	5776	1377	1359	0.6127	59	23.12
k127_896853 flag=0 multi=121.0000 len=1455	54.9368	1455	0.6096	100.0000	1455	333	321	0.5722	48	35.17
k127_921784 flag=0 multi=126.2046 len=3534	67.7221	3534	0.6537	100.0000	3534	943	963	0.6217	65	24.18
k127_924272 flag=1 multi=112.4444 len=1837	74.6255	1837	0.6173	100.0000	1837	556	491	0.6012	74	21.74
k127_926052 flag=0 multi=98.5162 len=2529	61.7074	2529	0.6354	100.0000	2529	628	628	0.6195	60	25.55
k127_928270 flag=1 multi=107.5856 len=4234	47.0080	4234	0.6287	100.0000	4234	797	790	0.6033	48	24.30
k127_929098 flag=0 multi=321.2071 len=3101	82.2493	3101	0.5940	100.0000	3101	1037	1055	0.5676	76	55.84
k127_931060 flag=0 multi=39.8378 len=2124	50.0490	2124	0.5993	100.0000	2124	427	419	0.5714	44	22.38
