#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k127_58937 flag=1 multi=60.1878 len=1874	42.8821	1874	0.6158	100.0000	1874	327	313	0.6103	41	11.44
k127_62403 flag=0 multi=90.2198 len=2152	48.7937	2152	0.6324	100.0000	2152	405	405	0.6150	50	17.61
k127_63995 flag=0 multi=147.4088 len=1015	37.8690	1015	0.6177	100.0000	1015	153	154	0.6092	40	12.57
k127_64582 flag=1 multi=107.0000 len=1565	69.7125	1565	0.6307	100.0000	1565	444	437	0.6181	73	33.33
k127_66623 flag=0 multi=94.0509 len=6083	34.8724	6083	0.6334	100.0000	6083	816	838	0.6229	32	15.14
k127_68297 flag=0 multi=188.7784 len=1210	39.3512	1210	0.6083	100.0000	1210	177	183	0.5902	38	16.33
k127_69888 flag=0 multi=389.3613 len=1306	44.1914	1306	0.6286	100.0000	1306	230	225	0.6052	43	11.23
k127_74921 flag=0 multi=87.0000 len=1455	55.4632	1455	0.6282	96.0825	1398	323	313	0.5920	60	26.65
k127_75626 flag=0 multi=45.8532 len=1081	52.2322	1081	0.6216	100.0000	1081	223	229	0.6010	45	19.70
k127_82521 flag=0 multi=114.3656 len=2917	35.2369	2917	0.6222	100.0000	2917	411	426	0.6227	33	18.52
k127_83136 flag=0 multi=125.5232 len=8092	24.4305	8092	0.6330	100.0000	8092	784	776	0.6112	23	9.51
k127_86049 flag=0 multi=145.0227 len=3823	35.2605	3823	0.6270	100.0000	3823	529	534	0.6081	35	12.17
k127_87480 flag=0 multi=119.1430 len=3086	47.3399	3086	0.6458	100.0000	3086	585	587	0.6212	48	18.01
k127_89023 flag=0 multi=74.1869 len=1224	45.6225	1224	0.6054	100.0000	1224	224	241	0.5829	45	15.26
k127_89589 flag=0 multi=101.5698 len=1803	43.5868	1803	0.5973	100.0000	1803	310	302	0.5864	46	20.31
k127_97303 flag=1 multi=118.0000 len=1944	47.6343	1944	0.6523	100.0000	1944	375	374	0.6414	45	18.31
k127_104024 flag=0 multi=109.2953 len=1187	64.6057	1187	0.6529	100.0000	1187	308	297	0.6305	61	24.60
k127_104244 flag=0 multi=89.0887 len=1649	18.9127	1649	0.6246	100.0000	1649	123	125	0.6072	18	6.71
k127_106586 flag=1 multi=98.0000 len=1220	27.8746	1220	0.6033	100.0000	1220	151	116	0.5844	29	10.19
k127_108207 flag=0 multi=60.0093 len=1090	50.9661	1090	0.6514	100.0000	1090	221	231	0.6296	52	12.93
k127_110765 flag=0 multi=138.3172 len=5512	71.5278	5512	0.6529	100.0000	5512	1610	1591	0.6338	83	35.59
k127_111384 flag=0 multi=148.3629 len=6760	59.8561	6760	0.6444	100.0000	6760	1590	1591	0.6277	58	17.94
k127_126814 flag=0 multi=100.2273 len=2666	34.5608	2666	0.6377	100.0000	2666	376	368	0.6153	35	12.89
k127_129961 flag=0 multi=159.0000 len=1092	45.8352	1092	0.6419	100.0000	1092	194	201	0.6303	44	9.08
k127_130744 flag=0 multi=102.9065 len=3635	27.9920	3635	0.6380	96.2311	3498	378	399	0.6270	16	32.21
k127_142440 flag=1 multi=117.1549 len=3723	49.3135	3723	0.6317	100.0000	3723	747	716	0.6102	49	18.42
k127_143562 flag=0 multi=150.0430 len=4731	37.6967	4731	0.6102	100.0000	4731	678	669	0.5860	35	14.69
k127_144406 flag=0 multi=130.0180 len=1237	43.1455	1237	0.5893	100.0000	1237	213	200	0.5874	45	18.59
k127_145390 flag=1 multi=73.7465 len=1855	17.2340	1855	0.5941	94.8248	1759	125	136	0.5711	15	13.30
k127_149150 flag=0 multi=67.0000 len=1753	70.6674	1753	0.6389	100.0000	1753	472	482	0.6244	74	27.05
k127_150136 flag=0 multi=70.2634 len=1038	126.8468	1038	0.6618	100.0000	1038	515	533	0.6265	139	71.94
k127_157269 flag=0 multi=78.3211 len=1301	42.3113	1301	0.6042	98.3090	1279	219	216	0.6059	57	26.57
k127_160339 flag=1 multi=84.9103 len=1008	28.6567	1008	0.6022	96.2302	970	109	113	0.6003	32	17.48
k127_166973 flag=1 multi=105.0000 len=1188	34.4082	1188	0.6263	100.0000	1188	160	167	0.6169	40	17.15
k127_171090 flag=0 multi=80.6583 len=9046	24.7296	9046	0.6145	100.0000	9046	872	877	0.6040	22	14.30
k127_176131 flag=0 multi=131.3772 len=1792	45.4275	1792	0.6116	100.0000	1792	321	329	0.5987	44	14.27
k127_180550 flag=1 multi=137.2748 len=2951	23.7109	2951	0.6344	100.0000	2951	279	289	0.6240	21	12.16
k127_182661 flag=0 multi=97.0944 len=2754	49.4354	2754	0.6184	100.0000	2754	520	505	0.5940	49	17.46
k127_184176 flag=1 multi=167.0000 len=1165	51.6558	1165	0.6386	100.0000	1165	240	241	0.6232	50	15.60
k127_189940 flag=1 multi=54.3094 len=1378	27.4659	1378	0.6197	100.0000	1378	145	156	0.6031	28	9.46
k127_191292 flag=1 multi=84.0000 len=1821	117.1938	1821	0.6178	100.0000	1821	872	845	0.6204	113	90.66
k127_195295 flag=1 multi=124.4884 len=3014	32.0780	3014	0.6009	100.0000	3014	391	383	0.5799	32	11.72
k127_197537 flag=0 multi=156.6007 len=1552	54.0290	1552	0.6289	100.0000	1552	324	330	0.6190	47	23.27
k127_199316 flag=0 multi=86.9284 len=2656	45.2835	2656	0.6461	100.0000	2656	462	481	0.6288	44	13.08
k127_209029 flag=0 multi=113.3507 len=1878	33.9638	1878	0.6070	100.0000	1878	244	246	0.5886	37	9.74
k127_209430 flag=0 multi=126.8617 len=1963	39.2807	1963	0.6490	100.0000	1963	310	303	0.6286	40	9.94
k127_217725 flag=1 multi=156.7216 len=3335	38.1694	3335	0.6042	99.3103	3312	488	507	0.5957	33	20.04
k127_223065 flag=0 multi=173.3590 len=7570	57.6127	7570	0.6347	100.0000	7570	1682	1729	0.6173	54	26.20
k127_224832 flag=0 multi=76.8761 len=4357	37.7101	4357	0.6224	100.0000	4357	656	646	0.6069	36	20.20
k127_225526 flag=0 multi=82.5041 len=2910	49.8976	2910	0.6395	100.0000	2910	590	586	0.6174	47	19.87
k127_232734 flag=0 multi=101.1261 len=2633	41.8572	2633	0.6510	100.0000	2633	460	439	0.6305	40	15.24
k127_243820 flag=1 multi=143.5427 len=4378	28.3556	4378	0.5861	96.8022	4238	500	484	0.5867	24	16.75
k127_243889 flag=1 multi=90.5390 len=1717	39.9773	1717	0.6220	100.0000	1717	251	268	0.6045	42	19.44
k127_254421 flag=0 multi=107.1701 len=1373	10.8288	1373	0.6264	87.6184	1203	63	56	0.6142	11	6.00
k127_255799 flag=1 multi=62.0000 len=1052	27.5409	1052	0.5998	100.0000	1052	122	111	0.5873	26	10.72
k127_262140 flag=1 multi=38.6742 len=1146	22.9407	1146	0.6230	100.0000	1146	109	107	0.6157	23	7.61
k127_267785 flag=0 multi=55.9258 len=1649	51.0898	1649	0.6313	100.0000	1649	340	336	0.6272	56	20.09
k127_268343 flag=1 multi=83.1813 len=1616	34.1597	1616	0.6281	100.0000	1616	224	224	0.6124	32	16.99
k127_277340 flag=1 multi=149.9981 len=1207	27.2055	1207	0.6321	100.0000	1207	132	130	0.6087	28	9.50
k127_278673 flag=0 multi=154.9746 len=3232	46.3292	3232	0.6247	100.0000	3232	587	574	0.6015	19	43.24
k127_284816 flag=1 multi=92.4289 len=4799	52.4849	4799	0.6278	100.0000	4799	1013	972	0.6110	49	22.04
k127_290245 flag=1 multi=73.1175 len=1582	26.9482	1582	0.6340	100.0000	1582	168	177	0.6193	26	11.89
k127_290989 flag=0 multi=150.8281 len=1890	41.3709	1890	0.6254	100.0000	1890	309	310	0.5962	35	20.89
k127_296243 flag=0 multi=73.3927 len=1171	40.2015	1171	0.6447	100.0000	1171	189	191	0.6189	36	11.91
k127_301392 flag=0 multi=129.4402 len=1456	24.4238	1456	0.6250	100.0000	1456	139	140	0.6069	19	12.17
k127_306749 flag=0 multi=81.1765 len=1079	94.0426	1079	0.6358	100.0000	1079	409	399	0.6274	92	28.09
k127_308454 flag=1 multi=83.6336 len=8079	41.4591	8079	0.6019	99.8267	8065	1335	1330	0.6096	33	25.26
k127_318657 flag=0 multi=80.2152 len=1986	66.9094	1986	0.6344	100.0000	1986	526	527	0.6160	64	22.63
k127_328552 flag=0 multi=102.8510 len=8227	25.8837	8227	0.6000	99.7569	8207	848	826	0.5760	22	13.91
k127_330347 flag=0 multi=146.0000 len=3227	60.5643	3227	0.6601	100.0000	3227	761	778	0.6442	55	24.31
k127_331419 flag=0 multi=130.0000 len=1246	107.4791	1246	0.6461	100.0000	1246	536	555	0.6104	97	52.49
k127_340999 flag=0 multi=106.0823 len=1985	24.2972	1985	0.6060	83.8287	1664	201	189	0.5944	26	20.44
k127_358058 flag=0 multi=190.3101 len=3339	37.8056	3339	0.6235	100.0000	3339	502	496	0.6067	38	19.35
k127_370837 flag=0 multi=135.5851 len=2202	39.5318	2202	0.5908	100.0000	2202	340	335	0.5693	36	13.07
k127_372549 flag=0 multi=108.0000 len=1406	32.2667	1406	0.6152	100.0000	1406	178	176	0.5961	29	12.31
k127_375641 flag=0 multi=129.4392 len=3649	33.9063	3649	0.6081	100.0000	3649	493	489	0.5863	32	15.59
k127_379593 flag=0 multi=104.2115 len=1763	39.4282	1763	0.6381	100.0000	1763	286	286	0.6174	37	10.91
k127_381964 flag=0 multi=109.1009 len=2010	45.9995	2010	0.6070	100.0000	2010	366	358	0.5923	48	13.72
k127_383275 flag=0 multi=142.5800 len=2034	49.7148	2034	0.6042	100.0000	2034	386	389	0.5942	51	18.08
k127_383706 flag=0 multi=114.3017 len=1002	41.7226	1002	0.5998	100.0000	1002	167	169	0.5844	45	14.46
k127_386841 flag=0 multi=250.1407 len=1968	36.4035	1968	0.6362	99.5427	1959	284	304	0.6211	35	21.00
k127_389746 flag=0 multi=172.0000 len=1180	43.9195	1180	0.6169	100.0000	1180	212	216	0.5938	47	16.44
k127_408798 flag=1 multi=242.6688 len=2310	58.8996	2310	0.6104	100.0000	2310	533	535	0.6061	63	39.32
k127_422979 flag=0 multi=114.0316 len=2845	54.6467	2845	0.6095	100.0000	2845	587	591	0.5937	53	19.98
k127_430725 flag=0 multi=132.2573 len=1779	41.6880	1779	0.6318	100.0000	1779	293	300	0.6136	41	15.45
k127_431591 flag=0 multi=188.3080 len=4634	45.4726	4634	0.6437	99.8058	4625	808	822	0.6285	46	17.63
k127_437131 flag=0 multi=131.3791 len=2026	37.3450	2026	0.6471	100.0000	2026	315	313	0.6324	35	11.61
k127_439171 flag=0 multi=76.0000 len=2423	34.7875	2423	0.6335	100.0000	2423	333	323	0.6179	34	10.60
k127_447155 flag=0 multi=106.0654 len=1687	55.8809	1687	0.6135	100.0000	1687	371	390	0.6115	57	38.07
k127_448827 flag=0 multi=172.1346 len=1791	41.1508	1791	0.6505	100.0000	1791	302	297	0.6255	39	17.64
k127_451056 flag=0 multi=118.8752 len=3678	55.2749	3678	0.6286	100.0000	3678	824	819	0.6038	48	29.32
k127_458364 flag=0 multi=85.0521 len=1893	43.0935	1893	0.6265	100.0000	1893	324	316	0.6149	40	19.99
k127_459623 flag=0 multi=73.8756 len=1132	47.4373	1132	0.6237	100.0000	1132	209	203	0.6060	44	25.47
k127_463867 flag=0 multi=148.0000 len=1347	46.1715	1347	0.6273	100.0000	1347	257	271	0.6090	43	16.24
k127_464873 flag=1 multi=127.0000 len=1650	41.7545	1650	0.6067	100.0000	1650	261	275	0.6005	41	13.81
k127_468105 flag=0 multi=127.7966 len=4159	41.5129	4159	0.6487	100.0000	4159	680	693	0.6257	38	16.50
k127_474725 flag=0 multi=90.1748 len=1878	39.5005	1878	0.6187	100.0000	1878	316	294	0.6078	41	21.16
k127_491673 flag=0 multi=81.9377 len=2761	46.2144	2761	0.6360	100.0000	2761	530	491	0.6197	47	13.85
k127_493254 flag=1 multi=135.6010 len=1771	60.8521	1771	0.6228	100.0000	1771	431	437	0.6080	61	19.47
k127_493399 flag=0 multi=101.0675 len=1638	32.2985	1638	0.6325	100.0000	1638	219	215	0.6042	23	22.36
k127_498339 flag=0 multi=161.8777 len=2867	40.7618	2867	0.6191	100.0000	2867	469	418	0.6132	36	21.46
k127_498603 flag=1 multi=162.6302 len=2201	52.1018	2201	0.6025	100.0000	2201	466	439	0.6034	44	29.79
k127_499225 flag=0 multi=177.7025 len=2134	53.2709	2134	0.6082	100.0000	2134	469	453	0.5780	49	31.83
k127_505161 flag=0 multi=54.4991 len=1269	29.4610	1269	0.6162	99.9212	1268	151	133	0.6055	28	14.57
k127_507642 flag=0 multi=147.3194 len=2801	49.1482	2801	0.6366	100.0000	2801	535	540	0.6203	47	17.18
k127_520242 flag=0 multi=121.6626 len=12834	31.0965	12834	0.6209	100.0000	12834	1595	1573	0.6079	25	21.17
k127_527506 flag=0 multi=47.8213 len=1134	34.6261	1134	0.6120	99.8236	1132	153	155	0.6019	31	18.87
k127_545920 flag=0 multi=115.0952 len=1450	40.9938	1450	0.6462	100.0000	1450	231	248	0.6160	39	14.87
k127_546650 flag=0 multi=99.1467 len=1988	31.0739	1988	0.6258	97.8370	1945	244	246	0.6054	31	15.51
k127_546799 flag=0 multi=112.1807 len=2429	40.3911	2429	0.6196	100.0000	2429	388	404	0.5981	43	14.57
k127_548092 flag=0 multi=123.4547 len=2700	40.5474	2700	0.6493	99.3704	2683	454	444	0.6349	39	17.99
k127_550096 flag=1 multi=139.9753 len=2233	39.5078	2233	0.6220	100.0000	2233	363	360	0.6073	38	11.86
k127_554637 flag=0 multi=86.0337 len=3277	32.8996	3277	0.5886	100.0000	3277	425	411	0.5854	30	13.04
k127_554682 flag=1 multi=35.0000 len=1181	45.6647	1181	0.6190	100.0000	1181	220	205	0.6140	46	12.32
k127_556328 flag=0 multi=59.0586 len=1117	23.3223	1117	0.6007	100.0000	1117	95	120	0.5845	24	8.70
k127_557350 flag=0 multi=93.6044 len=3517	44.2647	3517	0.6352	100.0000	3517	600	621	0.6162	44	16.17
k127_558723 flag=0 multi=102.0000 len=2147	27.9683	2147	0.6171	100.0000	2147	239	242	0.6070	27	12.76
k127_562292 flag=1 multi=43.2975 len=2399	40.9158	2399	0.6311	100.0000	2399	390	370	0.6125	39	15.89
k127_567670 flag=0 multi=91.1913 len=2244	46.5102	2244	0.6381	100.0000	2244	420	401	0.6152	45	11.43
k127_570572 flag=1 multi=91.8822 len=1630	86.3883	1630	0.6442	100.0000	1630	525	556	0.6229	53	82.26
k127_571981 flag=1 multi=50.0000 len=1320	20.5417	1320	0.6242	100.0000	1320	108	106	0.6038	20	8.36
k127_576926 flag=0 multi=126.8208 len=2549	51.0859	2549	0.6269	100.0000	2549	514	522	0.6068	50	19.25
k127_582994 flag=1 multi=322.3905 len=1538	103.0130	1538	0.6365	100.0000	1538	599	600	0.6167	104	51.25
k127_587325 flag=0 multi=143.4811 len=1900	46.1358	1900	0.6400	100.0000	1900	344	354	0.6259	45	16.55
k127_590107 flag=1 multi=56.6034 len=1877	39.5301	1877	0.6004	100.0000	1877	295	293	0.5887	40	14.24
k127_595386 flag=1 multi=54.0000 len=1772	42.7856	1772	0.6163	100.0000	1772	306	289	0.5951	41	17.32
k127_595897 flag=0 multi=118.2534 len=5269	36.5181	5269	0.6138	100.0000	5269	747	759	0.5981	35	19.73
k127_598342 flag=1 multi=84.0000 len=1344	40.3393	1344	0.6109	99.8512	1342	228	208	0.6070	37	19.44
k127_605584 flag=1 multi=64.5312 len=2674	31.0834	2674	0.6215	100.0000	2674	328	339	0.6017	26	13.65
k127_606138 flag=0 multi=137.9388 len=3021	57.9262	3021	0.6273	100.0000	3021	667	716	0.6091	55	23.96
k127_618504 flag=0 multi=46.9891 len=1047	50.4107	1047	0.6170	100.0000	1047	216	214	0.5952	48	24.52
k127_619229 flag=0 multi=245.9861 len=3072	34.9264	3072	0.6191	100.0000	3072	414	412	0.6030	30	15.79
k127_621679 flag=0 multi=144.2826 len=1546	19.9418	1546	0.6248	100.0000	1546	130	128	0.6175	12	16.03
k127_623704 flag=0 multi=96.4974 len=2650	47.7181	2650	0.6468	100.0000	2650	515	504	0.6336	42	20.85
k127_624424 flag=0 multi=95.3074 len=7592	30.8998	7592	0.6071	100.0000	7592	928	916	0.5996	26	15.59
k127_624673 flag=0 multi=88.0000 len=2879	0.0000	2879	0.6190	0.0000	0	0	0	0.0000	-1	0.00
k127_624992 flag=1 multi=61.2700 len=1349	51.3640	1349	0.6197	100.0000	1349	273	262	0.6016	50	14.04
k127_626011 flag=1 multi=120.0000 len=2141	58.1532	2141	0.6193	100.0000	2141	502	514	0.6150	53	24.73
k127_626983 flag=0 multi=74.0000 len=1953	62.0973	1953	0.5960	100.0000	1953	467	473	0.5966	54	30.06
k127_627275 flag=0 multi=155.6082 len=2179	40.3979	2179	0.6306	100.0000	2179	344	346	0.6218	40	10.75
k127_627984 flag=0 multi=245.3894 len=1239	42.5432	1239	0.5989	100.0000	1239	210	216	0.5790	46	13.08
k127_632570 flag=0 multi=155.8008 len=1121	83.9804	1121	0.6307	100.0000	1121	382	368	0.6167	67	53.89
k127_636949 flag=0 multi=93.3787 len=1529	43.0052	1529	0.6449	100.0000	1529	281	267	0.6205	40	17.70
k127_645175 flag=0 multi=104.0754 len=1135	34.6581	1135	0.6123	100.0000	1135	172	156	0.6107	34	12.98
k127_655372 flag=0 multi=98.6041 len=4603	29.7997	4603	0.6027	100.0000	4603	549	528	0.5886	30	7.94
k127_658601 flag=0 multi=114.1360 len=1487	42.7714	1487	0.6261	100.0000	1487	255	245	0.6149	39	14.70
k127_661128 flag=1 multi=69.0000 len=2062	45.0179	2062	0.6183	100.0000	2062	365	373	0.6144	45	16.00
k127_670170 flag=0 multi=150.8704 len=2009	56.1931	2009	0.6103	100.0000	2009	440	441	0.5905	57	16.91
k127_675398 flag=0 multi=202.0000 len=1624	51.5345	1624	0.6299	100.0000	1624	326	341	0.6179	57	23.70
k127_679048 flag=0 multi=61.2318 len=3104	60.8125	3104	0.6360	100.0000	3104	727	724	0.6176	59	28.28
k127_680185 flag=0 multi=142.0916 len=1502	55.4075	1502	0.6298	100.0000	1502	337	336	0.6198	54	14.46
k127_680326 flag=0 multi=122.7651 len=1813	44.5609	1813	0.6354	99.1175	1797	309	317	0.6130	47	22.58
k127_680336 flag=0 multi=86.0227 len=1755	72.0114	1755	0.6319	100.0000	1755	495	505	0.6163	72	21.68
k127_681680 flag=0 multi=130.2593 len=1909	19.7218	1909	0.6338	99.7905	1905	154	148	0.6217	17	13.06
k127_682636 flag=0 multi=113.0793 len=1879	51.2161	1879	0.6658	100.0000	1879	383	392	0.6392	49	18.33
k127_687248 flag=0 multi=151.8479 len=1869	61.3986	1869	0.6351	100.0000	1869	446	454	0.6163	62	19.15
k127_688139 flag=0 multi=129.2726 len=1499	21.6251	1499	0.6231	100.0000	1499	134	137	0.5977	22	7.11
k127_690752 flag=1 multi=90.0823 len=3762	53.8974	3762	0.6358	100.0000	3762	774	802	0.6220	51	21.89
k127_690922 flag=1 multi=138.9709 len=4690	43.8358	4690	0.6412	100.0000	4690	807	837	0.6238	42	15.26
k127_691799 flag=0 multi=117.2523 len=1903	31.0326	1903	0.6201	97.7404	1860	235	234	0.5877	24	31.92
k127_693114 flag=0 multi=93.0000 len=1687	44.0777	1687	0.6402	100.0000	1687	312	303	0.6221	44	10.74
k127_693300 flag=0 multi=85.9147 len=1780	40.7938	1780	0.6719	100.0000	1780	309	302	0.6462	42	14.13
k127_695021 flag=0 multi=183.1443 len=1132	55.7412	1132	0.6078	100.0000	1132	256	247	0.5844	52	24.52
k127_700657 flag=0 multi=63.7385 len=1668	32.6181	1668	0.6271	100.0000	1668	217	217	0.6137	34	14.94
k127_702677 flag=0 multi=146.3145 len=3402	44.3104	3402	0.6158	98.1188	3338	578	582	0.5985	46	16.24
k127_703791 flag=0 multi=182.4812 len=1563	50.6865	1563	0.6488	100.0000	1563	320	311	0.6269	54	10.50
k127_703895 flag=0 multi=96.4124 len=1725	67.2296	1725	0.6249	100.0000	1725	462	474	0.6087	65	26.86
k127_710865 flag=0 multi=123.1162 len=5806	41.8259	5806	0.5863	100.0000	5806	954	955	0.5676	43	12.99
k127_717730 flag=0 multi=117.5476 len=1639	36.4881	1639	0.6229	100.0000	1639	233	232	0.6069	37	15.33
k127_725430 flag=0 multi=132.2089 len=1223	28.8373	1223	0.6312	100.0000	1223	146	145	0.6146	29	11.73
k127_726202 flag=0 multi=180.1564 len=4008	45.8780	4008	0.5863	100.0000	4008	718	722	0.5801	44	20.36
k127_726326 flag=0 multi=113.7874 len=3519	66.4856	3519	0.6232	100.0000	3519	1003	922	0.6106	54	45.81
k127_728692 flag=0 multi=92.0000 len=2000	33.9165	2000	0.6245	100.0000	2000	270	276	0.6071	35	11.79
k127_732182 flag=1 multi=61.0000 len=1117	56.4297	1117	0.6186	100.0000	1117	293	222	0.6109	55	15.86
k127_736515 flag=0 multi=78.9971 len=2227	34.2631	2227	0.6111	93.9829	2093	317	304	0.6042	36	18.02
k127_738481 flag=0 multi=141.2542 len=1327	49.3549	1327	0.6270	100.0000	1327	253	277	0.6166	46	28.09
k127_740742 flag=1 multi=42.6028 len=1562	47.5134	1562	0.6504	100.0000	1562	304	271	0.6296	49	15.63
k127_752663 flag=0 multi=74.6525 len=1563	70.4159	1563	0.6353	100.0000	1563	435	446	0.6223	73	17.26
k127_755694 flag=0 multi=134.7109 len=3126	46.5928	3126	0.6497	100.0000	3126	573	591	0.6288	38	30.34
k127_756667 flag=0 multi=149.2286 len=5136	54.2440	5136	0.6526	100.0000	5136	1112	1146	0.6361	48	27.95
k127_760330 flag=1 multi=111.0483 len=3872	45.6916	3872	0.6317	100.0000	3872	700	672	0.6157	43	16.82
k127_766884 flag=0 multi=118.4358 len=2199	20.1505	2199	0.6303	99.3633	2185	171	176	0.6106	18	8.93
k127_770583 flag=0 multi=90.2646 len=30194	18.2779	30194	0.5944	100.0000	30194	2106	2110	0.5748	18	6.71
k127_773955 flag=1 multi=78.0000 len=1978	39.4282	1978	0.6325	100.0000	1978	290	305	0.6200	27	26.40
k127_775542 flag=0 multi=125.0000 len=1249	76.7342	1249	0.6277	100.0000	1249	375	367	0.6193	86	47.50
k127_776270 flag=0 multi=109.0000 len=2847	33.1679	2847	0.6298	100.0000	2847	366	371	0.6092	33	9.85
k127_776833 flag=0 multi=76.0239 len=2639	45.0095	2639	0.6430	100.0000	2639	479	475	0.6250	43	12.03
k127_778601 flag=1 multi=233.7331 len=3139	39.9360	3139	0.6505	100.0000	3139	508	513	0.6348	37	21.68
k127_779227 flag=0 multi=181.8630 len=3615	31.8783	3615	0.5895	100.0000	3615	456	450	0.5757	24	17.78
k127_783063 flag=0 multi=88.8195 len=1844	47.9284	1844	0.6285	100.0000	1844	354	352	0.6166	50	14.56
k127_793245 flag=0 multi=198.5563 len=2577	37.9302	2577	0.6585	100.0000	2577	409	402	0.6336	36	15.16
k127_801939 flag=0 multi=70.0000 len=1102	1.7868	1102	0.6325	48.0944	530	8	8	0.5692	0	2.25
k127_804089 flag=0 multi=103.1815 len=2111	48.2065	2111	0.6258	99.7158	2105	411	411	0.6219	50	16.86
k127_805660 flag=0 multi=214.1163 len=1296	51.9483	1296	0.6250	100.0000	1296	259	269	0.6041	51	14.44
k127_808133 flag=1 multi=66.0719 len=2311	26.1558	2311	0.6274	100.0000	2311	233	251	0.6205	26	10.12
k127_808381 flag=0 multi=121.7470 len=1965	48.9735	1965	0.6132	100.0000	1965	380	382	0.6000	50	15.53
k127_821570 flag=0 multi=94.0671 len=2988	31.3052	2988	0.6091	99.8661	2984	355	377	0.5861	31	11.69
k127_826612 flag=0 multi=247.8138 len=1083	38.6694	1083	0.6574	100.0000	1083	170	178	0.6377	39	14.33
k127_839864 flag=0 multi=110.5501 len=1405	59.5950	1405	0.6619	100.0000	1405	323	332	0.6459	68	22.84
k127_841564 flag=0 multi=150.3268 len=1813	53.6895	1813	0.6580	100.0000	1813	393	389	0.6319	56	14.77
k127_842468 flag=0 multi=79.0416 len=1065	49.1709	1065	0.6272	100.0000	1065	203	212	0.6150	47	16.50
k127_851272 flag=0 multi=103.0769 len=1220	35.3852	1220	0.5918	100.0000	1220	174	171	0.5816	35	11.25
k127_867617 flag=0 multi=89.0000 len=1580	38.1278	1580	0.6241	100.0000	1580	249	252	0.6064	41	18.38
k127_870897 flag=1 multi=165.9814 len=3079	42.0627	3079	0.6155	93.9591	2893	507	533	0.6004	43	22.64
k127_872325 flag=0 multi=69.2259 len=1393	56.6131	1393	0.6195	100.0000	1393	314	328	0.6080	58	18.56
k127_876991 flag=0 multi=112.9758 len=1203	48.9194	1203	0.6251	100.0000	1203	236	241	0.6108	43	29.39
k127_880786 flag=0 multi=144.8940 len=2014	24.0243	2014	0.6177	100.0000	2014	197	201	0.6068	23	9.46
k127_882255 flag=1 multi=96.0616 len=5776	43.7130	5776	0.6352	100.0000	5776	983	981	0.6152	43	16.81
k127_896853 flag=0 multi=121.0000 len=1455	38.2330	1455	0.6096	98.6942	1436	232	221	0.5781	30	23.47
k127_921784 flag=0 multi=126.2046 len=3534	40.9972	3534	0.6537	100.0000	3534	572	583	0.6296	41	13.38
k127_924272 flag=1 multi=112.4444 len=1837	42.5171	1837	0.6173	100.0000	1837	319	291	0.6075	40	22.00
k127_926052 flag=0 multi=98.5162 len=2529	42.9067	2529	0.6354	100.0000	2529	445	433	0.6269	43	17.00
k127_928270 flag=1 multi=107.5856 len=4234	36.0763	4234	0.6287	100.0000	4234	598	610	0.6067	34	18.22
k127_929098 flag=0 multi=321.2071 len=3101	49.8204	3101	0.5940	100.0000	3101	619	663	0.5679	48	37.94
k127_931060 flag=0 multi=39.8378 len=2124	22.3672	2124	0.5993	100.0000	2124	189	197	0.5738	17	14.30
